option,rooms,area,floor,total_floors,house_type,condition,price
For sale,1,45,5,9,Panel,All amenities,"€ 47,800"
For rent,2,60,3,7,Masonry,All amenities,€ 490
For rent,3,90,12,30,Masonry,All amenities,€ 650
For sale,2,45,1,5,Brick,All amenities,"€ 47,500"
For rent,2,60,6,7,Brick,All amenities,€ 490
For sale,1,42,5,5,Panel,All amenities,"€ 29,950"
For sale,3,68,4,5,Panel,All amenities,"€ 48,500"
For rent,1,35,3,9,Panel,All amenities,€ 260
For sale,1,20,1,5,Brick,All amenities,"€ 33,400"
For rent,3,60,4,5,Panel,All amenities,€ 290
For sale,3,63,4,5,Panel,All amenities,"€ 55,990"
For rent,1,26,1,2,Masonry,All amenities,€ 140
For sale,3,63,4,9,Panel,All amenities,"€ 58,000"
For sale,2,42,2,5,Brick,All amenities,"€ 41,500"
For rent,2,50,7,9,Panel,All amenities,€ 25
For sale,2,51,3,5,Panel,All amenities,"€ 33,700"
For sale,3,56,5,5,Panel,All amenities,"€ 49,000"
For sale,3,49,3,3,Masonry,All amenities,"€ 123,500"
For rent,1,42,2,5,Masonry,All amenities,€ 410
For sale,4,427,1,5,Masonry,All amenities,"€ 340,000"
For rent,1,21,3,6,Brick,All amenities,€ 460
For sale,3,64,8,9,Panel,All amenities,"€ 66,500"
For sale,1,35,1,3,Masonry,All amenities,"€ 25,000"
For sale,1,24,1,2,Wood,Partial amenities,"€ 7,300"
For sale,1,13,2,4,Brick,All amenities,"€ 12,500"
For rent,2,43,3,5,Brick,All amenities,€ 260
For rent,1,12,1,4,Brick,All amenities,€ 140
For sale,3,66,5,5,Panel,All amenities,"€ 93,000"
For sale,2,49,1,5,Masonry,All amenities,"€ 63,000"
For sale,2,41,3,5,Masonry,All amenities,"€ 89,100"
For sale,2,51,3,5,Masonry,All amenities,"€ 112,200"
For sale,2,65,2,4,Panel-Brick,All amenities,"€ 99,840"
For sale,4,141,4,4,Panel-Brick,All amenities,"€ 199,950"
For sale,3,77,2,4,Panel-Brick,All amenities,"€ 126,000"
For rent,2,50,8,9,Panel,All amenities,€ 30
For rent,2,60,9,9,Panel,All amenities,€ 320
For sale,1,41,1,5,Masonry,All amenities,"€ 68,842"
For rent,2,45,2,6,Masonry,All amenities,€ 590
For sale,3,86,5,6,Masonry,All amenities,"€ 205,920"
Other,1,18,2,2,Wood,All amenities,€ 140
For sale,3,76,2,3,Brick,All amenities,"€ 158,000"
For sale,3,59,4,5,Brick-Panel,All amenities,"€ 60,500"
For rent,2,50,2,5,Panel,All amenities,€ 250
For rent,3,68,5,5,Brick,All amenities,€ 950
For sale,2,83,6,9,Brick-Panel,All amenities,"€ 160,000"
For sale,3,87,5,6,Brick,All amenities,"€ 193,000"
For rent,1,32,6,12,Brick,All amenities,€ 25
For rent,1,45,9,9,Panel-Brick,All amenities,€ 25
For sale,3,62,2,6,Masonry,All amenities,"€ 141,910"
For sale,3,61,5,9,Panel,All amenities,"€ 63,000"
For sale,4,134,6,7,Masonry,All amenities,"€ 260,000"
Buying,3,,,,,All amenities,
For sale,3,75,3,10,Panel,All amenities,"€ 72,000"
For sale,3,116,1,5,Masonry,All amenities,"€ 150,000"
For sale,2,55,5,5,Brick,All amenities,"€ 47,000"
For rent,3,59,3,5,Brick,All amenities,€ 370
For rent,2,50,4,9,Panel,All amenities,€ 290
For sale,2,48,1,4,Masonry,All amenities,"€ 77,000"
For sale,1,32,3,9,Panel,All amenities,"€ 35,000"
For rent,5,200,5,6,Masonry,All amenities,€ 145
For sale,1,27,1,5,Masonry,All amenities,"€ 63,000"
For rent,1,50,3,5,Panel,All amenities,€ 55
For rent,3,70,3,3,Brick,All amenities,€ 600
For rent,1,20,3,5,Masonry,All amenities,€ 235
For rent,1,33,1,8,Brick-Panel,All amenities,€ 280
For sale,1,33.7,2,5,Brick-Panel,All amenities,"€ 41,900"
For sale,2,73,2,4,Masonry,All amenities,"€ 85,000"
For sale,2,44,3,3,Brick,All amenities,"€ 29,500"
For rent,1,16,2,2,Masonry,All amenities,€ 220
For rent,2,90,20,30,Masonry,All amenities,€ 650
For sale,2,52,2,3,Masonry,All amenities,"€ 42,000"
For sale,1,43,7,9,Brick,All amenities,"€ 49,000"
For sale,3,54,5,5,Panel,All amenities,"€ 52,000"
For sale,2,34,2,4,Masonry,All amenities,"€ 75,000"
For sale,1,32,4,5,Brick-Panel,All amenities,"€ 35,000"
For rent,1,18,5,5,Brick-Panel,All amenities,€ 120
For sale,2,39,2,5,Brick-Panel,All amenities,"€ 40,000"
For sale,2,49,3,4,Brick,All amenities,"€ 55,500"
For sale,2,49,3,4,Masonry,All amenities,"€ 55,500"
For sale,1,46,5,5,Panel,All amenities,"€ 31,500"
For sale,3,73,2,7,Brick-Panel,All amenities,"€ 145,000"
For sale,1,25,5,5,Masonry,All amenities,"€ 64,990"
For sale,1,19.77,3,5,Masonry,All amenities,"€ 42,990"
For rent,1,33,4,5,Brick-Panel,All amenities,€ 220
For sale,4,97,4,5,Masonry,All amenities,"€ 165,000"
For rent,6,140,1,2,Wood,All amenities,"€ 1,300"
For rent,2,50,2,5,Panel,All amenities,€ 330
For sale,1,32,4,5,Brick-Panel,All amenities,"€ 36,000"
For sale,1,44,3,9,Panel,All amenities,"€ 35,500"
For sale,4,141.01,4,4,Panel-Brick,All amenities,"€ 199,000"
For rent,2,50,3,9,Brick,All amenities,€ 320
For sale,4,160.1,6,7,Brick,All amenities,"€ 162,000"
For rent,3,166,2,3,Brick,All amenities,€ 900
For sale,1,26,2,6,Brick,All amenities,"€ 33,150"
For sale,2,56,1,5,Brick,All amenities,"€ 83,000"
For rent,4,160,3,7,Brick,All amenities,"€ 2,000"
For sale,1,29,4,5,Brick,All amenities,"€ 25,450"
For sale,4,75,5,5,Brick-Panel,All amenities,"€ 82,830"
For sale,3,75,1,5,Brick-Panel,All amenities,"€ 82,500"
For sale,2,46,3,5,Brick-Panel,All amenities,"€ 53,245"
For sale,2,57,3,5,Brick-Panel,All amenities,"€ 64,975"
For sale,4,78,2,9,Panel,All amenities,"€ 148,799"
For sale,2,46,1,5,Brick,All amenities,"€ 70,000"
Renting,1,,,,,Partial amenities,
For sale,3,78,5,6,Masonry,All amenities,"€ 103,500"
For sale,2,38,2,2,Masonry,Partial amenities,"€ 15,600"
For sale,2,57,9,9,Brick-Panel,All amenities,"€ 62,000"
For rent,2,294,4,4,Masonry,All amenities,€ 650
For sale,1,12,1,2,Brick,Partial amenities,"€ 10,110"
For sale,2,68,5,6,Masonry,All amenities,"€ 101,500"
For sale,3,66,2,5,Brick-Panel,All amenities,"€ 45,000"
For sale,4,159,2,2,Wood,All amenities,"€ 98,000"
For sale,2,36,2,3,Masonry,Without amenities,"€ 12,500"
For sale,2,43,1,2,Brick,Partial amenities,"€ 17,000"
For sale,1,29,1,2,Wood,All amenities,"€ 12,000"
For sale,2,60,1,2,Masonry,All amenities,"€ 39,999"
For sale,1,34,4,5,Brick-Panel,All amenities,"€ 26,000"
For sale,4,158,2,3,Brick-Panel,All amenities,"€ 199,000"
For sale,2,38,2,5,Panel,All amenities,"€ 28,900"
For rent,1,16,1,5,Brick,All amenities,€ 19
For sale,2,28,2,2,Wood,All amenities,"€ 10,500"
For sale,1,29,1,2,Wood,Without amenities,"€ 10,000"
For sale,2,41,1,4,Brick,All amenities,"€ 55,000"
For rent,1,38,2,5,Masonry,Partial amenities,€ 240
For sale,3,75,7,16,Panel,All amenities,"€ 71,500"
For sale,3,79,1,4,Brick,All amenities,"€ 69,000"
For rent,4,170,6,7,Panel,All amenities,"€ 1,000"
For rent,3,62,4,9,Panel,All amenities,€ 550
For sale,2,51,2,9,Panel,All amenities,"€ 99,899"
For sale,3,88.2,4,5,Brick-Panel,All amenities,"€ 110,250"
For sale,4,113,3,5,Panel-Brick,Partial amenities,"€ 141,375"
For rent,1,16,1,1,Masonry,All amenities,€ 25
For sale,1,30,1,5,Brick,All amenities,"€ 31,000"
For sale,3,64,4,9,Panel,All amenities,"€ 75,000"
For rent,3,110,5,6,Masonry,All amenities,"€ 1,400"
For rent,2,42,5,5,Masonry,All amenities,€ 350
For sale,5,135,4,5,Brick,All amenities,"€ 179,000"
For sale,1,26,2,2,Wood,Partial amenities,"€ 14,000"
For rent,3,65,6,4,Brick,All amenities,€ 550
For rent,3,90,11,30,Panel-Brick,All amenities,€ 650
For sale,3,77,1,3,Masonry,All amenities,"€ 135,000"
For sale,2,46,1,5,Panel,All amenities,"€ 41,000"
For sale,2,38,3,5,Panel,All amenities,"€ 39,900"
For sale,2,49,1,2,Brick,All amenities,"€ 49,900"
For sale,3,64,2,9,Panel,All amenities,"€ 54,000"
For sale,2,39,5,5,Brick,All amenities,"€ 55,000"
For sale,3,121,8,9,Masonry,All amenities,"€ 240,000"
For rent,1,30,3,12,Brick-Panel,All amenities,€ 230
For sale,3,110,2,3,Masonry,All amenities,"€ 270,000"
For rent,2,52,3,5,Masonry,All amenities,€ 50
For sale,2,50,1,9,Panel,All amenities,"€ 47,000"
For rent,2,56,9,9,Brick,All amenities,€ 400
For rent,1,30,4,5,Panel,All amenities,€ 160
For sale,2,50,2,3,Wood,All amenities,"€ 105,000"
For rent,3,75,3,6,Masonry,All amenities,€ 670
For sale,2,67.2,7,9,Brick-Panel,All amenities,"€ 116,000"
For rent,1,30,5,5,Panel,All amenities,€ 30
For sale,3,77.6,5,6,Masonry,All amenities,"€ 166,840"
For sale,2,54,17,24,Panel,All amenities,"€ 91,000"
For rent,1,30,1,9,Brick,All amenities,€ 300
For rent,2,50,9,9,Panel,All amenities,€ 29
For rent,1,40,2,5,Masonry,All amenities,€ 300
For rent,3,60,2,5,Masonry,All amenities,€ 350
For rent,2,52,4,12,Brick,All amenities,€ 290
For sale,3,49,4,5,Brick,All amenities,"€ 72,000"
For sale,1,33,1,12,Brick-Panel,All amenities,"€ 30,000"
For sale,3,62,8,9,Panel,All amenities,"€ 72,000"
For rent,2,72,2,4,Masonry,All amenities,€ 550
For rent,3,120,13,23,Brick-Panel,All amenities,"€ 1,500"
For rent,2,40,3,5,Masonry,All amenities,€ 575
For sale,2,45,7,7,Masonry,All amenities,"€ 103,500"
For sale,3,78,3,6,Masonry,All amenities,"€ 159,732"
For sale,2,56,5,5,Brick,All amenities,"€ 43,770"
For sale,2,37,4,5,Masonry,All amenities,"€ 74,000"
For sale,2,48,2,4,Masonry,All amenities,"€ 96,390"
For sale,3,99,4,4,Brick,All amenities,"€ 129,900"
For sale,2,44,1,4,Brick,All amenities,"€ 39,000"
For rent,2,60,3,5,Brick,All amenities,€ 700
For sale,3,101,5,5,Brick,All amenities,"€ 125,000"
For rent,4,107,5,5,Masonry,All amenities,€ 850
For sale,4,94,9,9,Panel,All amenities,"€ 91,000"
For sale,3,70,1,12,Brick-Panel,All amenities,"€ 78,000"
For rent,2,55,4,9,Panel,All amenities,€ 300
For rent,1,24,1,5,Brick,All amenities,€ 220
For sale,1,44,7,9,Panel,All amenities,"€ 42,990"
For sale,2,45,5,5,Brick,All amenities,"€ 32,000"
For sale,2,41,1,5,Brick,All amenities,"€ 28,000"
For sale,3,60,5,5,Panel,All amenities,"€ 43,000"
For rent,1,30,8,10,Brick-Panel,All amenities,€ 300
For rent,4,110,2,6,Masonry,All amenities,€ 850
For sale,2,42,3,5,Brick,All amenities,"€ 52,100"
For sale,3,60,4,9,Panel,All amenities,"€ 44,900"
For sale,2,50,4,9,Panel,All amenities,"€ 46,500"
For sale,3,100,2,9,Masonry,All amenities,"€ 125,000"
For sale,2,49,9,9,Panel,All amenities,"€ 51,000"
For sale,3,61,1,5,Panel,All amenities,"€ 62,999"
For sale,3,86,1,5,Masonry,All amenities,"€ 168,000"
For sale,2,49,5,5,Panel,All amenities,"€ 27,450"
For sale,1,21,4,5,Masonry,Partial amenities,"€ 19,000"
For sale,2,49,2,9,Panel,All amenities,"€ 43,000"
For sale,2,102,5,9,Brick-Panel,All amenities,"€ 130,000"
For sale,2,61,3,6,Brick-Panel,All amenities,"€ 91,000"
For sale,1,53,4,17,Brick-Panel,All amenities,"€ 49,000"
For rent,2,80,3,4,Brick,All amenities,€ 590
For sale,1,29,4,5,Panel,All amenities,"€ 28,400"
For rent,2,48,5,5,Masonry,All amenities,€ 380
For rent,1,25,2,5,Masonry,All amenities,€ 25
For sale,4,126,4,4,Masonry,All amenities,"€ 220,000"
For sale,3,75,2,4,Masonry,All amenities,"€ 95,000"
For sale,5,140,6,6,Masonry,All amenities,"€ 240,000"
For sale,3,87,4,6,Masonry,All amenities,"€ 250,000"
For sale,4,123,3,5,Brick,All amenities,"€ 163,000"
For rent,2,80,4,6,Masonry,All amenities,"€ 1,000"
For sale,2,47,4,5,Panel,All amenities,"€ 41,500"
For sale,1,14,3,6,Masonry,All amenities,"€ 45,000"
For sale,3,82,2,5,Masonry,All amenities,"€ 265,000"
For rent,1,26,2,5,Masonry,All amenities,€ 210
For rent,2,44,2,5,Brick,All amenities,€ 380
For sale,2,48,3,5,Panel,All amenities,"€ 34,999"
For sale,1,33,1,1,Brick,All amenities,"€ 46,000"
For sale,2,41,5,6,Brick,All amenities,"€ 39,000"
For sale,2,70,5,6,Masonry,All amenities,"€ 250,000"
Other,3,49,2,9,Panel-Brick,All amenities,"€ 53,990"
For sale,3,59,4,5,Panel,All amenities,"€ 55,000"
For sale,4,94,5,5,Panel,All amenities,"€ 176,000"
For sale,1,32,4,9,Panel-Brick,All amenities,"€ 42,000"
For sale,5,139,3,6,Masonry,All amenities,"€ 320,000"
For sale,1,32,3,4,Brick,All amenities,"€ 48,900"
For sale,2,47,2,5,Brick,All amenities,"€ 47,000"
For rent,2,53,3,5,Masonry,All amenities,€ 450
For sale,1,26,2,2,Wood,Partial amenities,"€ 12,700"
For sale,3,72,3,5,Masonry,All amenities,"€ 141,400"
For sale,2,53,2,2,Wood,All amenities,"€ 65,000"
For sale,2,57,1,6,Masonry,All amenities,"€ 54,900"
For sale,1,35,4,5,Brick-Panel,All amenities,"€ 23,000"
For sale,2,37.4,4,5,Panel,All amenities,"€ 37,000"
For rent,2,50,2,5,Brick,All amenities,€ 800
For sale,3,88,6,6,Panel,All amenities,"€ 164,373"
For sale,3,79.8,2,6,Panel,All amenities,"€ 149,226"
For sale,3,87,2,6,Panel,All amenities,"€ 170,871"
For sale,3,88.4,6,6,Panel,All amenities,"€ 165,308"
For rent,2,64,5,6,Masonry,All amenities,€ 49
For rent,3,91,2,6,Panel,All amenities,€ 890
For sale,4,107.5,5,6,Panel,All amenities,"€ 206,000"
For sale,1,17,1,4,Masonry,All amenities,"€ 7,890"
For sale,4,98,2,5,Brick-Panel,All amenities,"€ 120,000"
For sale,3,67,3,6,Panel,All amenities,"€ 135,000"
For sale,2,56,2,7,Brick-Panel,All amenities,"€ 108,000"
For rent,1,38,2,9,Panel,All amenities,€ 420
For sale,1,28,2,2,Brick,All amenities,"€ 18,890"
For sale,3,66,5,5,Panel,All amenities,"€ 63,000"
For sale,2,50,5,9,Panel,All amenities,"€ 42,300"
For rent,1,29,3,5,Masonry,All amenities,€ 150
For rent,1,40,2,5,Masonry,All amenities,€ 290
For sale,3,67,5,5,Brick-Panel,All amenities,"€ 45,000"
For rent,2,54,4,5,Masonry,All amenities,€ 590
For rent,3,110,2,5,Brick-Panel,All amenities,"€ 1,100"
For sale,1,40,2,9,Panel,All amenities,"€ 41,500"
For sale,2,68,6,6,Masonry,All amenities,"€ 310,000"
For sale,2,49,4,5,Panel,All amenities,"€ 47,500"
For sale,2,57,4,5,Masonry,All amenities,"€ 85,000"
For sale,4,171,6,7,Masonry,All amenities,"€ 830,000"
For sale,3,58,5,5,Brick,All amenities,"€ 56,000"
For sale,3,63,1,9,Panel,All amenities,"€ 71,000"
For sale,3,78,3,3,Brick,All amenities,"€ 310,000"
For sale,2,42,2,3,Brick,All amenities,"€ 150,000"
For sale,2,53,1,3,Masonry,All amenities,"€ 74,087"
For sale,2,43,3,7,Masonry,All amenities,"€ 58,000"
For sale,1,40,5,5,Panel,All amenities,"€ 27,499"
For sale,2,50,7,12,Brick,All amenities,"€ 46,700"
For sale,3,75,3,6,Masonry,All amenities,"€ 124,000"
For sale,2,33,2,2,Wood,Partial amenities,"€ 16,000"
For sale,4,93,3,5,Masonry,All amenities,"€ 185,000"
For sale,4,78,3,9,Panel-Brick,All amenities,"€ 67,000"
For sale,4,87,2,2,Masonry,All amenities,"€ 57,000"
For rent,3,90,11,30,Masonry,All amenities,€ 650
For sale,3,77,2,4,Panel-Brick,All amenities,"€ 129,500"
For rent,1,17,2,5,Panel,All amenities,€ 170
For rent,1,24,2,5,Panel-Brick,All amenities,€ 200
For sale,3,80,14,18,Brick-Panel,All amenities,"€ 145,000"
For sale,1,35,1,9,Panel,All amenities,"€ 27,900"
For sale,2,42,2,2,Brick,All amenities,"€ 47,000"
For sale,3,83,4,5,Masonry,All amenities,"€ 112,000"
For sale,4,77,7,9,Panel,All amenities,"€ 63,900"
For sale,3,64,7,9,Panel,All amenities,"€ 62,000"
For sale,1,44,5,16,Panel,All amenities,"€ 45,000"
For sale,3,77,1,7,Brick,All amenities,"€ 121,000"
For sale,3,55,2,5,Brick,All amenities,"€ 65,000"
For rent,2,49,1,5,Masonry,All amenities,€ 250
For sale,1,39,1,5,Brick,All amenities,"€ 38,500"
For sale,4,92,7,10,Panel,All amenities,"€ 129,000"
For sale,3,82,9,18,Panel,All amenities,"€ 120,000"
For sale,2,50,2,4,Brick,All amenities,"€ 62,000"
For rent,3,94,5,6,Masonry,All amenities,€ 600
For sale,2,55,4,4,Brick,All amenities,"€ 47,800"
For rent,1,33,5,12,Brick,All amenities,€ 300
For rent,3,92,9,30,Brick-Panel,All amenities,€ 550
For sale,2,49,2,2,Wood,All amenities,"€ 34,300"
For sale,1,19.21,2,5,Masonry,All amenities,"€ 42,990"
For sale,1,31.88,2,5,Masonry,All amenities,"€ 63,990"
For sale,1,31.52,3,5,Masonry,All amenities,"€ 63,990"
For sale,1,23.82,3,5,Masonry,All amenities,"€ 46,990"
For sale,1,20,2,4,Masonry,All amenities,"€ 66,990"
For sale,1,25,2,4,Masonry,All amenities,"€ 74,990"
For sale,2,47,2,4,Masonry,All amenities,"€ 119,990"
Change,1,32,9,9,Panel,All amenities,
For sale,1,34,4,4,Masonry,All amenities,"€ 76,990"
For rent,2,68,8,30,Brick-Panel,All amenities,€ 450
For sale,3,60,5,5,Brick,All amenities,"€ 41,000"
For sale,4,84,2,5,Masonry,All amenities,"€ 149,810"
For sale,2,45.4,2,5,Brick,All amenities,"€ 59,000"
For sale,2,51,1,5,Panel,All amenities,"€ 43,000"
For sale,4,142,5,7,Masonry,All amenities,"€ 618,995"
For rent,3,62,2,3,Brick,All amenities,€ 400
For sale,3,60,4,9,Panel,All amenities,"€ 55,000"
For sale,1,33,4,5,Brick-Panel,All amenities,"€ 35,000"
For rent,1,39,5,6,Masonry,All amenities,€ 200
For sale,1,45,5,9,Panel,All amenities,"€ 43,000"
For rent,1,25,1,5,Masonry,All amenities,€ 300
For sale,3,88,4,6,Brick-Panel,All amenities,"€ 177,000"
For rent,2,50,3,3,Masonry,All amenities,€ 330
For sale,1,21,1,2,Wood,Partial amenities,"€ 17,000"
For rent,3,56,1,5,Panel,All amenities,€ 250
For rent,1,13,5,5,Brick-Panel,All amenities,€ 150
For sale,3,61,4,9,Panel,All amenities,"€ 58,900"
For rent,3,70,2,5,Masonry,All amenities,€ 850
For sale,2,39,2,5,Panel,All amenities,"€ 42,000"
For rent,3,62,8,9,Panel,All amenities,€ 340
For sale,3,89.3,3,4,Masonry,All amenities,"€ 184,000"
For sale,4,136,4,5,Masonry,All amenities,"€ 196,000"
For rent,1,38,6,9,Brick-Panel,All amenities,€ 250
For rent,6,16,2,5,Masonry,All amenities,€ 200
For rent,1,34,5,9,Panel,All amenities,€ 220
For sale,4,74,1,9,Panel,All amenities,"€ 65,000"
For sale,2,47,4,8,Panel,All amenities,"€ 52,900"
For sale,3,62,5,9,Panel,All amenities,"€ 65,000"
For sale,2,37,1,5,Panel,All amenities,"€ 25,700"
For sale,1,42,5,5,Brick-Panel,All amenities,"€ 27,000"
For rent,2,62,1,4,Panel,All amenities,€ 50
For rent,2,50,4,4,Masonry,Partial amenities,€ 250
Change,5,190,,,Brick,All amenities,"€ 29,900"
For rent,2,43,7,10,Panel,All amenities,€ 600
For sale,2,37,2,3,Brick,All amenities,"€ 42,800"
For rent,1,27,1,5,Panel,All amenities,€ 250
For sale,2,42,5,5,Brick,All amenities,"€ 55,000"
For sale,2,52,8,9,Panel,All amenities,"€ 54,000"
For sale,5,136,6,7,Masonry,All amenities,"€ 315,000"
For sale,4,89.6,1,3,Brick-Panel,Partial amenities,"€ 41,000"
For sale,1,15,2,3,Masonry,Partial amenities,"€ 5,370"
For sale,5,136,6,7,Masonry,All amenities,"€ 315,000"
For rent,3,73,3,6,Masonry,All amenities,€ 850
For rent,1,25,3,5,Panel,All amenities,€ 24
For sale,2,67,5,5,Masonry,All amenities,"€ 145,000"
For sale,3,56,4,5,Brick,All amenities,"€ 34,500"
For sale,2,53,3,9,Panel,All amenities,"€ 56,000"
For rent,2,40,3,6,Panel,All amenities,€ 440
For sale,4,124,9,10,Panel,All amenities,"€ 103,000"
For sale,3,75,1,4,Brick,All amenities,"€ 129,000"
For sale,3,88,4,5,Panel-Brick,All amenities,"€ 110,250"
For rent,3,62,3,9,Panel,All amenities,€ 320
For rent,1,30,1,5,Masonry,All amenities,€ 320
For rent,1,28,5,5,Masonry,All amenities,€ 170
Change,3,60,1,5,Panel,All amenities,€ 60
For rent,1,40,1,5,Panel-Brick,All amenities,€ 230
For rent,2,50,2,6,Masonry,All amenities,€ 300
For sale,2,50,3,5,Panel,All amenities,"€ 68,000"
For sale,2,62,1,10,Masonry,All amenities,"€ 89,990"
For sale,1,32,5,5,Panel,All amenities,"€ 36,500"
For rent,1,35,4,5,Panel-Brick,All amenities,€ 250
For sale,1,24,1,2,Wood,Partial amenities,"€ 7,390"
For sale,1,26,2,2,Wood,Partial amenities,"€ 8,590"
For sale,2,37,2,3,Masonry,Partial amenities,"€ 15,400"
For sale,2,37,1,1,Wood,Partial amenities,"€ 13,000"
For sale,1,19,2,2,Wood,Partial amenities,"€ 7,400"
For rent,1,20,2,2,Masonry,All amenities,€ 160
For sale,1,25,2,2,Wood,Partial amenities,"€ 8,250"
For sale,1,31,3,4,Masonry,Partial amenities,"€ 11,900"
For sale,3,44,1,3,Masonry,Partial amenities,"€ 13,000"
For sale,1,12,3,3,Masonry,All amenities,"€ 5,000"
For sale,1,18,3,4,Brick,All amenities,"€ 6,500"
For rent,2,49,3,5,Panel,Partial amenities,€ 390
For sale,5,97,2,2,Wood,All amenities,"€ 105,000"
For sale,4,97,2,9,Brick,All amenities,"€ 125,130"
For rent,2,39,3,5,Brick,All amenities,€ 350
For sale,1,28,4,5,Brick,All amenities,"€ 25,000"
For rent,2,50,6,9,Panel,All amenities,€ 320
For sale,2,66,2,4,Panel-Brick,All amenities,"€ 101,000"
For sale,3,47,4,4,Brick,All amenities,"€ 57,810"
For rent,2,38,2,5,Panel,All amenities,€ 300
For rent,1,30,1,4,Masonry,All amenities,€ 280
For rent,3,80,4,7,Brick,All amenities,€ 680
For sale,4,74,5,5,Brick,All amenities,"€ 82,000"
For rent,2,43,3,4,Brick,All amenities,€ 32
For rent,3,90,2,6,Masonry,All amenities,"€ 1,000"
For sale,3,62,3,9,Panel,All amenities,"€ 55,000"
For sale,4,166,4,4,Masonry,All amenities,"€ 286,700"
For sale,3,166,4,4,Masonry,All amenities,"€ 286,700"
For sale,2,67.1,1,4,Masonry,All amenities,"€ 134,200"
For sale,2,65,3,4,Masonry,All amenities,"€ 142,340"
For rent,1,38,4,4,Masonry,All amenities,€ 320
For sale,2,63,3,4,Masonry,All amenities,"€ 139,040"
For sale,2,59.8,1,4,Masonry,All amenities,"€ 113,620"
For rent,3,100,6,6,Masonry,All amenities,"€ 1,400"
For sale,3,80,1,3,Brick,All amenities,"€ 69,000"
For sale,3,57,3,9,Panel,All amenities,"€ 47,000"
For sale,4,90,1,7,Panel,All amenities,"€ 81,000"
For sale,2,49,1,2,Panel-Brick,All amenities,"€ 37,500"
For sale,3,104,6,6,Brick,All amenities,"€ 230,000"
For rent,2,68,4,23,Panel,All amenities,€ 460
For sale,3,64,7,9,Panel,All amenities,"€ 55,000"
For sale,3,80,3,5,Masonry,All amenities,"€ 110,000"
For rent,3,79,3,5,Masonry,All amenities,€ 670
For sale,3,127,7,7,Panel,All amenities,"€ 273,000"
For sale,1,12,2,3,Masonry,All amenities,"€ 11,300"
For rent,1,30,3,5,Brick,All amenities,€ 200
For sale,2,41,3,7,Masonry,All amenities,"€ 94,164"
For sale,2,50,2,5,Masonry,All amenities,"€ 67,000"
For sale,2,47,2,5,Panel,All amenities,"€ 44,850"
For rent,3,64,3,5,Brick,All amenities,€ 500
For sale,4,101,3,7,Masonry,All amenities,"€ 222,220"
For rent,1,33,1,4,Masonry,All amenities,€ 330
For sale,2,49,1,5,Panel,All amenities,"€ 41,000"
For rent,3,65,5,5,Panel,All amenities,€ 550
For sale,4,110,2,6,Masonry,All amenities,"€ 172,000"
For sale,1,32,6,9,Panel,All amenities,"€ 34,500"
For sale,3,84,6,6,Masonry,All amenities,"€ 149,000"
For sale,1,50,6,9,Panel,All amenities,"€ 50,000"
For rent,1,39,5,9,Panel,All amenities,€ 300
For rent,3,62,2,9,Panel,All amenities,€ 350
For rent,1,26,3,8,Brick-Panel,All amenities,€ 360
For sale,2,46,4,5,Brick-Panel,All amenities,"€ 49,500"
For sale,3,77,4,6,Masonry,All amenities,"€ 159,600"
For sale,3,104.5,2,4,Brick-Panel,All amenities,"€ 289,000"
For rent,2,44,3,5,Masonry,All amenities,€ 40
For sale,1,25,3,3,Brick,All amenities,"€ 12,500"
For sale,3,60,3,9,Panel-Brick,All amenities,"€ 69,000"
For rent,1,19,2,2,Masonry,All amenities,€ 220
For sale,3,100,2,3,Wood,All amenities,"€ 250,000"
For sale,2,41,6,6,Masonry,All amenities,"€ 102,750"
For sale,1,29,4,6,Masonry,All amenities,"€ 44,500"
For sale,3,50.2,3,6,Masonry,All amenities,"€ 69,500"
For sale,3,57.64,1,5,Brick-Panel,All amenities,"€ 45,900"
For sale,2,50,2,5,Masonry,All amenities,"€ 90,000"
For sale,2,54,6,7,Panel,All amenities,"€ 130,000"
For rent,5,145,4,5,Masonry,All amenities,"€ 1,400"
For sale,2,68,5,25,Brick-Panel,All amenities,"€ 108,000"
For sale,2,53,7,7,Brick-Panel,All amenities,"€ 62,500"
For sale,6,228,6,7,Masonry,All amenities,"€ 225,000"
For sale,4,61,1,2,Wood,All amenities,"€ 76,000"
For sale,3,75,12,16,Panel,All amenities,"€ 68,000"
For sale,2,43,1,4,Brick,All amenities,"€ 41,800"
For rent,6,189,1,5,Brick,All amenities,€ 900
For sale,2,40,3,4,Brick,All amenities,"€ 34,000"
For sale,2,40,3,4,Brick,All amenities,"€ 34,000"
For sale,4,170,6,7,Brick-Panel,All amenities,"€ 430,000"
For sale,4,101,3,3,Masonry,All amenities,"€ 172,500"
For sale,4,77.7,3,9,Panel,All amenities,"€ 159,950"
For sale,3,60.2,3,9,Panel,All amenities,"€ 129,999"
For sale,2,45,3,9,Panel,All amenities,"€ 95,500"
For sale,2,35,2,5,Masonry,All amenities,"€ 89,900"
For sale,2,45,6,9,Panel,All amenities,"€ 78,369"
For rent,2,56,2,6,Masonry,All amenities,"€ 1,200"
For sale,1,35,2,9,Panel,All amenities,"€ 36,000"
For sale,2,47,10,12,Panel-Brick,All amenities,"€ 47,500"
For rent,1,26,2,2,Brick,All amenities,€ 330
For rent,2,50,5,9,Panel,All amenities,€ 320
